# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
2002-03-25;--:--;    209.286
2002-03-26;--:--;    215.983
2002-03-27;--:--;    207.408
2002-03-28;--:--;    206.492
2002-03-29;--:--;    144.999
2002-03-30;--:--;    138.718
2002-03-31;--:--;    121.486
2002-04-01;--:--;    123.519
2002-04-02;--:--;    190.247
2002-04-03;--:--;    177.662
2002-04-04;--:--;    172.313
2002-04-05;--:--;    154.607
2002-04-06;--:--;    138.120
2002-04-07;--:--;    134.883
2002-04-08;--:--;    170.054
2002-04-09;--:--;    204.287
2002-04-10;--:--;    188.556
2002-04-11;--:--;    184.536
2002-04-12;--:--;    180.959
2002-04-13;--:--;    152.769
2002-04-14;--:--;    145.909
2002-04-15;--:--;    185.562
2002-04-16;--:--;    186.417
2002-04-17;--:--;    198.774
2002-04-18;--:--;    178.387
2002-04-19;--:--;    155.001
2002-04-20;--:--;    126.783
2002-04-21;--:--;     98.684
2002-04-22;--:--;    140.683
2002-04-23;--:--;    181.370
2002-04-24;--:--;    238.114
2002-04-25;--:--;    255.512
2002-04-26;--:--;    213.978
2002-04-27;--:--;    231.490
2002-04-28;--:--;    176.981
2002-04-29;--:--;    205.657
2002-04-30;--:--;    215.402
2002-05-01;--:--;    174.822
2002-05-02;--:--;    273.749
2002-05-03;--:--;    450.034
2002-05-04;--:--;    641.668
2002-05-05;--:--;    394.413
2002-05-06;--:--;    375.295
2002-05-07;--:--;    345.678
2002-05-08;--:--;    324.224
2002-05-09;--:--;    288.334
2002-05-10;--:--;    352.060
2002-05-11;--:--;    340.242
2002-05-12;--:--;    304.674
2002-05-13;--:--;    350.249
2002-05-14;--:--;    396.217
2002-05-15;--:--;    396.219
2002-05-16;--:--;    411.857
2002-05-17;--:--;    440.484
2002-05-18;--:--;    470.309
2002-05-19;--:--;    482.965
2002-05-20;--:--;    396.519
2002-05-21;--:--;    428.951
2002-05-22;--:--;    446.768
2002-05-23;--:--;    438.875
2002-05-24;--:--;    497.358
2002-05-25;--:--;    416.098
2002-05-26;--:--;    368.267
2002-05-27;--:--;    437.355
2002-05-28;--:--;    493.023
2002-05-29;--:--;    430.440
2002-05-30;--:--;    376.414
2002-05-31;--:--;    392.780
2002-06-01;--:--;    390.550
2002-06-02;--:--;    380.228
2002-06-03;--:--;    435.188
2002-06-04;--:--;    459.879
2002-06-05;--:--;    531.313
2002-06-06;--:--;    677.481
2002-06-07;--:--;    620.291
2002-06-08;--:--;    479.176
2002-06-09;--:--;    416.071
2002-06-10;--:--;    496.191
2002-06-11;--:--;    454.711
2002-06-12;--:--;    427.967
2002-06-13;--:--;    437.748
2002-06-14;--:--;    458.496
2002-06-15;--:--;    430.223
2002-06-16;--:--;    426.702
2002-06-17;--:--;    474.833
2002-06-18;--:--;    518.247
2002-06-19;--:--;    538.521
2002-06-20;--:--;    532.480
2002-06-21;--:--;    506.098
2002-06-22;--:--;    436.798
2002-06-23;--:--;    363.941
2002-06-24;--:--;    468.405
2002-06-25;--:--;    465.936
2002-06-26;--:--;    404.947
2002-06-27;--:--;    387.621
2002-06-28;--:--;    414.160
2002-06-29;--:--;    337.426
2002-06-30;--:--;    252.422
2002-07-01;--:--;    314.423
2002-07-02;--:--;    332.221
2002-07-03;--:--;    323.115
2002-07-04;--:--;    431.172
2002-07-05;--:--;    365.898
2002-07-06;--:--;    322.924
2002-07-07;--:--;    299.717
2002-07-08;--:--;    331.962
2002-07-09;--:--;    326.753
2002-07-10;--:--;    309.703
2002-07-11;--:--;    308.612
2002-07-12;--:--;    290.162
2002-07-13;--:--;    349.605
2002-07-14;--:--;    351.526
2002-07-15;--:--;    328.752
2002-07-16;--:--;    346.296
2002-07-17;--:--;    361.202
2002-07-18;--:--;    442.136
2002-07-19;--:--;    343.012
2002-07-20;--:--;    281.505
2002-07-21;--:--;    234.728
2002-07-22;--:--;    274.439
2002-07-23;--:--;    282.023
2002-07-24;--:--;    275.830
2002-07-25;--:--;    261.729
2002-07-26;--:--;    262.087
2002-07-27;--:--;    217.640
2002-07-28;--:--;    177.332
2002-07-29;--:--;    240.766
2002-07-30;--:--;    263.523
2002-07-31;--:--;    251.769
2002-08-01;--:--;    234.466
2002-08-02;--:--;    221.593
2002-08-03;--:--;    188.298
2002-08-04;--:--;    236.590
2002-08-05;--:--;    260.372
2002-08-06;--:--;    280.598
2002-08-07;--:--;    336.848
2002-08-08;--:--;    297.190
2002-08-09;--:--;    278.264
2002-08-10;--:--;    278.980
2002-08-11;--:--;    511.246
2002-08-12;--:--;   1188.690
2002-08-13;--:--;    737.323
2002-08-14;--:--;    525.524
2002-08-15;--:--;    438.202
2002-08-16;--:--;    390.725
2002-08-17;--:--;    317.251
2002-08-18;--:--;    260.208
2002-08-19;--:--;    291.232
2002-08-20;--:--;    306.944
2002-08-21;--:--;    349.525
2002-08-22;--:--;    339.315
2002-08-23;--:--;    296.226
2002-08-24;--:--;    249.305
2002-08-25;--:--;    209.619
2002-08-26;--:--;    258.253
2002-08-27;--:--;    270.275
2002-08-28;--:--;    266.957
2002-08-29;--:--;    259.842
2002-08-30;--:--;    265.212
2002-08-31;--:--;    198.855
2002-09-01;--:--;    215.519
2002-09-02;--:--;    247.998
2002-09-03;--:--;    287.015
2002-09-04;--:--;    257.345
2002-09-05;--:--;    231.363
2002-09-06;--:--;    223.947
2002-09-07;--:--;    184.635
2002-09-08;--:--;    158.622
2002-09-09;--:--;    187.307
2002-09-10;--:--;    221.375
2002-09-11;--:--;    209.024
2002-09-12;--:--;    194.351
2002-09-13;--:--;    185.174
2002-09-14;--:--;    156.746
2002-09-15;--:--;    137.736
2002-09-16;--:--;    172.784
2002-09-17;--:--;    162.256
2002-09-18;--:--;    176.261
2002-09-19;--:--;    198.875
2002-09-20;--:--;    242.597
2002-09-21;--:--;    187.295
2002-09-22;--:--;    222.973
2002-09-23;--:--;    259.376
2002-09-24;--:--;    295.869
2002-09-25;--:--;    286.673
2002-09-26;--:--;    272.065
2002-09-27;--:--;    237.072
2002-09-28;--:--;    204.278
2002-09-29;--:--;    181.624
2002-09-30;--:--;    198.402
2002-10-01;--:--;    201.139
2002-10-02;--:--;    194.888
2002-10-03;--:--;    174.359
2002-10-04;--:--;    155.576
2002-10-05;--:--;    168.416
2002-10-06;--:--;    178.098
2002-10-07;--:--;    227.584
2002-10-08;--:--;    199.185
2002-10-09;--:--;    190.980
2002-10-10;--:--;    172.050
2002-10-11;--:--;    170.002
2002-10-12;--:--;    173.807
2002-10-13;--:--;    149.290
2002-10-14;--:--;    173.805
2002-10-15;--:--;    166.643
2002-10-16;--:--;    160.631
2002-10-17;--:--;    228.027
2002-10-18;--:--;    360.892
2002-10-19;--:--;    246.589
2002-10-20;--:--;    185.116
2002-10-21;--:--;    213.594
2002-10-22;--:--;    236.964
2002-10-23;--:--;    234.039
2002-10-24;--:--;    220.691
2002-10-25;--:--;    201.814
2002-10-26;--:--;    178.491
2002-10-27;--:--;    166.340
2002-10-28;--:--;    187.875
2002-10-29;--:--;    186.752
2002-10-30;--:--;    202.140
2002-10-31;--:--;    179.722
2002-11-01;--:--;    157.507
2002-11-02;--:--;    172.028
2002-11-03;--:--;    283.407
2002-11-04;--:--;    328.327
2002-11-05;--:--;    311.734
2002-11-06;--:--;    268.521
2002-11-07;--:--;    244.493
2002-11-08;--:--;    215.940
2002-11-09;--:--;    205.926
2002-11-10;--:--;    216.377
2002-11-11;--:--;    282.603
2002-11-12;--:--;    281.934
2002-11-13;--:--;    256.906
2002-11-14;--:--;    263.351
2002-11-15;--:--;    515.011
2002-11-16;--:--;    988.230
2002-11-17;--:--;   1069.905
2002-11-18;--:--;    550.334
2002-11-19;--:--;    455.675
2002-11-20;--:--;    375.906
2002-11-21;--:--;    331.757
2002-11-22;--:--;    345.695
2002-11-23;--:--;    310.791
2002-11-24;--:--;    242.313
2002-11-25;--:--;    365.124
2002-11-26;--:--;    511.378
2002-11-27;--:--;    461.142
2002-11-28;--:--;    395.279
2002-11-29;--:--;    399.010
2002-11-30;--:--;    356.338
2002-12-01;--:--;    270.895
2002-12-02;--:--;    311.839
2002-12-03;--:--;    319.328
2002-12-04;--:--;    310.669
2002-12-05;--:--;    297.160
2002-12-06;--:--;    269.595
2002-12-07;--:--;    223.100
2002-12-08;--:--;    177.348
2002-12-09;--:--;    222.322
2002-12-10;--:--;    271.362
2002-12-11;--:--;    277.792
2002-12-12;--:--;    260.874
2002-12-13;--:--;    278.974
2002-12-14;--:--;    202.925
2002-12-15;--:--;    145.740
2002-12-16;--:--;    186.962
2002-12-17;--:--;    246.054
2002-12-18;--:--;    247.035
2002-12-19;--:--;    234.805
2002-12-20;--:--;    201.019
2002-12-21;--:--;    154.212
2002-12-22;--:--;    153.067
2002-12-23;--:--;    198.525
2002-12-24;--:--;    174.257
2002-12-25;--:--;    140.468
2002-12-26;--:--;    147.425
2002-12-27;--:--;    122.431
2002-12-28;--:--;    148.474
2002-12-29;--:--;    136.972
2002-12-30;--:--;    136.158
2002-12-31;--:--;    155.064
2003-01-01;--:--;    143.308
2003-01-02;--:--;    145.632
2003-01-03;--:--;    153.441
2003-01-04;--:--;    165.591
2003-01-05;--:--;    144.332
2003-01-06;--:--;    170.042
2003-01-07;--:--;    228.044
2003-01-08;--:--;    267.462
2003-01-09;--:--;    271.512
2003-01-10;--:--;    277.981
2003-01-11;--:--;    204.299
2003-01-12;--:--;    125.789
2003-01-13;--:--;    179.781
2003-01-14;--:--;    215.323
2003-01-15;--:--;    191.873
2003-01-16;--:--;    189.369
2003-01-17;--:--;    173.363
2003-01-18;--:--;    139.351
2003-01-19;--:--;    101.022
2003-01-20;--:--;    150.684
2003-01-21;--:--;    181.218
2003-01-22;--:--;    194.087
2003-01-23;--:--;    198.912
2003-01-24;--:--;    206.660
2003-01-25;--:--;    151.774
2003-01-26;--:--;    109.582
2003-01-27;--:--;    157.476
2003-01-28;--:--;    157.617
2003-01-29;--:--;    178.146
2003-01-30;--:--;    214.035
2003-01-31;--:--;    209.631
2003-02-01;--:--;    164.038
2003-02-02;--:--;    104.421
2003-02-03;--:--;    131.122
2003-02-04;--:--;    208.057
2003-02-05;--:--;    211.320
2003-02-06;--:--;    196.643
2003-02-07;--:--;    189.173
2003-02-08;--:--;    142.436
2003-02-09;--:--;     88.606
2003-02-10;--:--;    130.434
2003-02-11;--:--;    178.980
2003-02-12;--:--;    191.817
2003-02-13;--:--;    197.923
2003-02-14;--:--;    185.023
2003-02-15;--:--;    142.163
2003-02-16;--:--;     99.354
2003-02-17;--:--;    149.439
2003-02-18;--:--;    196.777
2003-02-19;--:--;    202.647
2003-02-20;--:--;    193.888
2003-02-21;--:--;    173.731
2003-02-22;--:--;    122.422
2003-02-23;--:--;    102.370
2003-02-24;--:--;    137.154
2003-02-25;--:--;    163.074
2003-02-26;--:--;    152.357
2003-02-27;--:--;    143.355
2003-02-28;--:--;    132.056
2003-03-01;--:--;    108.697
2003-03-02;--:--;     95.598
2003-03-03;--:--;    122.681
2003-03-04;--:--;    131.003
2003-03-05;--:--;    124.226
2003-03-06;--:--;    130.017
2003-03-07;--:--;    137.575
2003-03-08;--:--;    112.973
2003-03-09;--:--;     85.041
2003-03-10;--:--;    114.199
2003-03-11;--:--;    141.565
2003-03-12;--:--;    159.629
2003-03-13;--:--;    166.064
2003-03-14;--:--;    154.463
2003-03-15;--:--;    131.425
2003-03-16;--:--;    103.880
2003-03-17;--:--;    133.271
2003-03-18;--:--;    166.778
2003-03-19;--:--;    145.788
2003-03-20;--:--;    148.227
2003-03-21;--:--;    147.082
2003-03-22;--:--;    113.401
2003-03-23;--:--;     84.524
2003-03-24;--:--;    116.548
2003-03-25;--:--;    131.016
2003-03-26;--:--;    163.407
2003-03-27;--:--;    160.425
2003-03-28;--:--;    153.639
2003-03-29;--:--;    126.857
2003-03-30;--:--;    124.446
2003-03-31;--:--;    175.111
2003-04-01;--:--;    198.120
2003-04-02;--:--;    183.673
2003-04-03;--:--;    219.659
2003-04-04;--:--;    197.646
2003-04-05;--:--;    124.629
2003-04-06;--:--;    107.837
2003-04-07;--:--;    177.989
2003-04-08;--:--;    160.037
2003-04-09;--:--;    166.904
2003-04-10;--:--;    182.163
2003-04-11;--:--;    153.520
2003-04-12;--:--;    116.811
2003-04-13;--:--;    107.185
2003-04-14;--:--;    128.865
2003-04-15;--:--;    154.453
2003-04-16;--:--;    166.040
2003-04-17;--:--;    158.752
2003-04-18;--:--;    165.976
2003-04-19;--:--;    151.625
2003-04-20;--:--;    132.494
2003-04-21;--:--;    125.491
2003-04-22;--:--;    178.782
2003-04-23;--:--;    196.774
2003-04-24;--:--;    204.868
2003-04-25;--:--;    187.732
2003-04-26;--:--;    199.454
2003-04-27;--:--;    193.956
2003-04-28;--:--;    253.409
2003-04-29;--:--;    293.590
2003-04-30;--:--;    334.859
2003-05-01;--:--;    415.732
2003-05-02;--:--;    347.454
2003-05-03;--:--;    335.101
2003-05-04;--:--;    272.248
2003-05-05;--:--;    349.173
2003-05-06;--:--;    419.570
2003-05-07;--:--;    472.877
2003-05-08;--:--;    490.620
2003-05-09;--:--;    505.296
2003-05-10;--:--;    450.562
2003-05-11;--:--;    386.328
2003-05-12;--:--;    448.360
2003-05-13;--:--;    434.239
2003-05-14;--:--;    426.914
2003-05-15;--:--;    360.420
2003-05-16;--:--;    304.475
2003-05-17;--:--;    245.383
2003-05-18;--:--;    234.907
2003-05-19;--:--;    310.006
2003-05-20;--:--;    382.641
2003-05-21;--:--;    363.666
2003-05-22;--:--;    347.410
2003-05-23;--:--;    371.799
2003-05-24;--:--;    308.508
2003-05-25;--:--;    272.304
2003-05-26;--:--;    352.824
2003-05-27;--:--;    364.360
2003-05-28;--:--;    399.564
2003-05-29;--:--;    402.009
2003-05-30;--:--;    401.410
2003-05-31;--:--;    391.175
2003-06-01;--:--;    384.954
2003-06-02;--:--;    451.367
2003-06-03;--:--;    475.069
2003-06-04;--:--;    480.934
2003-06-05;--:--;    474.125
2003-06-06;--:--;    462.522
2003-06-07;--:--;    455.844
2003-06-08;--:--;    408.002
2003-06-09;--:--;    365.510
2003-06-10;--:--;    411.531
2003-06-11;--:--;    432.844
2003-06-12;--:--;    441.617
2003-06-13;--:--;    432.343
2003-06-14;--:--;    410.597
2003-06-15;--:--;    433.930
2003-06-16;--:--;    406.716
2003-06-17;--:--;    383.927
2003-06-18;--:--;    413.426
2003-06-19;--:--;    332.867
2003-06-20;--:--;    289.014
2003-06-21;--:--;    270.552
2003-06-22;--:--;    239.302
2003-06-23;--:--;    299.965
2003-06-24;--:--;    321.072
2003-06-25;--:--;    305.918
2003-06-26;--:--;    319.691
2003-06-27;--:--;    315.570
2003-06-28;--:--;    231.517
2003-06-29;--:--;    194.374
2003-06-30;--:--;    257.849
2003-07-01;--:--;    304.439
2003-07-02;--:--;    321.405
2003-07-03;--:--;    266.359
2003-07-04;--:--;    259.493
2003-07-05;--:--;    193.062
2003-07-06;--:--;    154.159
2003-07-07;--:--;    213.344
2003-07-08;--:--;    234.831
2003-07-09;--:--;    225.099
2003-07-10;--:--;    205.433
2003-07-11;--:--;    207.072
2003-07-12;--:--;    143.464
2003-07-13;--:--;    119.347
2003-07-14;--:--;    186.871
2003-07-15;--:--;    226.336
2003-07-16;--:--;    269.078
2003-07-17;--:--;    237.346
2003-07-18;--:--;    203.559
2003-07-19;--:--;    154.477
2003-07-20;--:--;    132.679
2003-07-21;--:--;    213.541
2003-07-22;--:--;    246.714
2003-07-23;--:--;    255.616
2003-07-24;--:--;    237.358
2003-07-25;--:--;    194.943
2003-07-26;--:--;    171.426
2003-07-27;--:--;    130.222
2003-07-28;--:--;    253.085
2003-07-29;--:--;    182.357
2003-07-30;--:--;    168.699
2003-07-31;--:--;    175.582
2003-08-01;--:--;    135.224
2003-08-02;--:--;    107.665
2003-08-03;--:--;    100.996
2003-08-04;--:--;    181.093
2003-08-05;--:--;    205.419
2003-08-06;--:--;    229.334
2003-08-07;--:--;    245.721
2003-08-08;--:--;    181.329
2003-08-09;--:--;    114.192
2003-08-10;--:--;     92.083
2003-08-11;--:--;    156.142
2003-08-12;--:--;    171.846
2003-08-13;--:--;    169.699
2003-08-14;--:--;    155.553
2003-08-15;--:--;    110.725
2003-08-16;--:--;     89.872
2003-08-17;--:--;    103.622
2003-08-18;--:--;    169.795
2003-08-19;--:--;    185.604
2003-08-20;--:--;    167.116
2003-08-21;--:--;    157.255
2003-08-22;--:--;    122.875
2003-08-23;--:--;     94.198
2003-08-24;--:--;     80.804
2003-08-25;--:--;    124.574
2003-08-26;--:--;    146.427
2003-08-27;--:--;    125.008
2003-08-28;--:--;    116.458
2003-08-29;--:--;    205.688
2003-08-30;--:--;    259.495
2003-08-31;--:--;    182.604
2003-09-01;--:--;    165.051
2003-09-02;--:--;    153.205
2003-09-03;--:--;    134.094
2003-09-04;--:--;    136.133
2003-09-05;--:--;    129.802
2003-09-06;--:--;    121.641
2003-09-07;--:--;     77.930
2003-09-08;--:--;    136.565
2003-09-09;--:--;    137.050
2003-09-10;--:--;    143.828
2003-09-11;--:--;    139.619
2003-09-12;--:--;    124.956
2003-09-13;--:--;     98.214
2003-09-14;--:--;     78.909
2003-09-15;--:--;    130.968
2003-09-16;--:--;    110.154
2003-09-17;--:--;    115.495
2003-09-18;--:--;    125.133
2003-09-19;--:--;    131.056
2003-09-20;--:--;     92.907
2003-09-21;--:--;     79.342
2003-09-22;--:--;    103.725
2003-09-23;--:--;    118.501
2003-09-24;--:--;    164.535
2003-09-25;--:--;    145.151
2003-09-26;--:--;    129.615
2003-09-27;--:--;     81.572
2003-09-28;--:--;     71.229
2003-09-29;--:--;    119.354
2003-09-30;--:--;    152.579
2003-10-01;--:--;    147.553
2003-10-02;--:--;    129.468
2003-10-03;--:--;     99.287
2003-10-04;--:--;    130.602
2003-10-05;--:--;    159.066
2003-10-06;--:--;    154.588
2003-10-07;--:--;    173.747
2003-10-08;--:--;    219.924
2003-10-09;--:--;    439.780
2003-10-10;--:--;    411.270
2003-10-11;--:--;    258.377
2003-10-12;--:--;    212.253
2003-10-13;--:--;    217.899
2003-10-14;--:--;    219.009
2003-10-15;--:--;    209.865
2003-10-16;--:--;    183.060
2003-10-17;--:--;    168.365
2003-10-18;--:--;    134.387
2003-10-19;--:--;    114.429
2003-10-20;--:--;    164.947
2003-10-21;--:--;    207.843
2003-10-22;--:--;    198.811
2003-10-23;--:--;    207.601
2003-10-24;--:--;    202.395
2003-10-25;--:--;    130.855
2003-10-26;--:--;     84.714
2003-10-27;--:--;    146.970
2003-10-28;--:--;    167.941
2003-10-29;--:--;    157.914
2003-10-30;--:--;    165.991
2003-10-31;--:--;    123.137
2003-11-01;--:--;    199.199
2003-11-02;--:--;    135.544
2003-11-03;--:--;    129.015
2003-11-04;--:--;    116.289
2003-11-05;--:--;    129.840
2003-11-06;--:--;    134.572
2003-11-07;--:--;    137.414
2003-11-08;--:--;     89.890
2003-11-09;--:--;     87.912
2003-11-10;--:--;    105.724
2003-11-11;--:--;    115.169
2003-11-12;--:--;    121.883
2003-11-13;--:--;    142.160
2003-11-14;--:--;    138.698
2003-11-15;--:--;     97.284
2003-11-16;--:--;     75.194
2003-11-17;--:--;    108.351
2003-11-18;--:--;    115.062
2003-11-19;--:--;    100.261
2003-11-20;--:--;    105.766
2003-11-21;--:--;    128.374
2003-11-22;--:--;     99.139
2003-11-23;--:--;     66.019
2003-11-24;--:--;     95.583
2003-11-25;--:--;    117.196
2003-11-26;--:--;    119.757
2003-11-27;--:--;    118.190
2003-11-28;--:--;    140.069
2003-11-29;--:--;    100.052
2003-11-30;--:--;     71.129
2003-12-01;--:--;     92.451
2003-12-02;--:--;    121.786
2003-12-03;--:--;    160.150
2003-12-04;--:--;    156.023
2003-12-05;--:--;    142.822
2003-12-06;--:--;     87.596
2003-12-07;--:--;     73.664
2003-12-08;--:--;     96.958
2003-12-09;--:--;    146.444
2003-12-10;--:--;    157.291
2003-12-11;--:--;    138.151
2003-12-12;--:--;    127.250
2003-12-13;--:--;     85.343
2003-12-14;--:--;     64.558
2003-12-15;--:--;     87.148
2003-12-16;--:--;    108.721
2003-12-17;--:--;    108.577
2003-12-18;--:--;     98.335
2003-12-19;--:--;     97.610
2003-12-20;--:--;     65.532
2003-12-21;--:--;     69.740
2003-12-22;--:--;     75.144
2003-12-23;--:--;     76.505
2003-12-24;--:--;     62.707
2003-12-25;--:--;     52.349
2003-12-26;--:--;     57.019
2003-12-27;--:--;     57.932
2003-12-28;--:--;     62.421
2003-12-29;--:--;     65.696
2003-12-30;--:--;     71.014
2003-12-31;--:--;     65.217
2004-01-01;--:--;     60.625
2004-01-02;--:--;     72.068
2004-01-03;--:--;     78.762
2004-01-04;--:--;     83.510
2004-01-05;--:--;     99.673
2004-01-06;--:--;     82.683
2004-01-07;--:--;     88.111
2004-01-08;--:--;    101.210
2004-01-09;--:--;     86.835
2004-01-10;--:--;     74.273
2004-01-11;--:--;     59.940
2004-01-12;--:--;     97.174
2004-01-13;--:--;    186.436
2004-01-14;--:--;    268.292
2004-01-15;--:--;    180.138
2004-01-16;--:--;    124.003
2004-01-17;--:--;     98.114
2004-01-18;--:--;     85.980
2004-01-19;--:--;     97.607
2004-01-20;--:--;    127.432
2004-01-21;--:--;    143.553
2004-01-22;--:--;    140.704
2004-01-23;--:--;    128.838
2004-01-24;--:--;    101.231
2004-01-25;--:--;     78.045
2004-01-26;--:--;    118.571
2004-01-27;--:--;    167.570
2004-01-28;--:--;    171.138
2004-01-29;--:--;    137.157
2004-01-30;--:--;    106.397
2004-01-31;--:--;     78.948
2004-02-01;--:--;     59.346
2004-02-02;--:--;     89.498
2004-02-03;--:--;    100.792
2004-02-04;--:--;     87.060
2004-02-05;--:--;     85.113
2004-02-06;--:--;     84.201
2004-02-07;--:--;     79.631
2004-02-08;--:--;     79.697
2004-02-09;--:--;     94.508
2004-02-10;--:--;    103.521
2004-02-11;--:--;    127.582
2004-02-12;--:--;    156.399
2004-02-13;--:--;    117.460
2004-02-14;--:--;     93.498
2004-02-15;--:--;     77.280
2004-02-16;--:--;    114.517
2004-02-17;--:--;    136.222
2004-02-18;--:--;    124.497
2004-02-19;--:--;    130.178
2004-02-20;--:--;    130.869
2004-02-21;--:--;     87.744
2004-02-22;--:--;     89.528
2004-02-23;--:--;    117.615
2004-02-24;--:--;    137.558
2004-02-25;--:--;    140.309
2004-02-26;--:--;    167.069
2004-02-27;--:--;    181.465
2004-02-28;--:--;    129.076
2004-02-29;--:--;     87.195
2004-03-01;--:--;    128.371
2004-03-02;--:--;    174.688
2004-03-03;--:--;    171.521
2004-03-04;--:--;    155.065
2004-03-05;--:--;    156.272
2004-03-06;--:--;    128.843
2004-03-07;--:--;     88.776
2004-03-08;--:--;    112.654
2004-03-09;--:--;    157.391
2004-03-10;--:--;    172.817
2004-03-11;--:--;    197.579
2004-03-12;--:--;    169.662
2004-03-13;--:--;    104.664
2004-03-14;--:--;     74.124
2004-03-15;--:--;    105.426
2004-03-16;--:--;    131.454
2004-03-17;--:--;    157.034
2004-03-18;--:--;    161.734
2004-03-19;--:--;    175.323
2004-03-20;--:--;    154.821
2004-03-21;--:--;    140.966
2004-03-22;--:--;    182.135
2004-03-23;--:--;    189.918
2004-03-24;--:--;    196.292
2004-03-25;--:--;    181.379
2004-03-26;--:--;    161.469
2004-03-27;--:--;    147.346
2004-03-28;--:--;    108.235
2004-03-29;--:--;    161.698
2004-03-30;--:--;    166.089
2004-03-31;--:--;    143.277
2004-04-01;--:--;    153.292
2004-04-02;--:--;    163.245
2004-04-03;--:--;    163.298
2004-04-04;--:--;    133.020
2004-04-05;--:--;    172.681
2004-04-06;--:--;    189.353
2004-04-07;--:--;    203.636
2004-04-08;--:--;    189.696
2004-04-09;--:--;    133.803
2004-04-10;--:--;    114.550
2004-04-11;--:--;    108.415
2004-04-12;--:--;     95.644
2004-04-13;--:--;    144.844
2004-04-14;--:--;    158.703
2004-04-15;--:--;    133.609
2004-04-16;--:--;    144.068
2004-04-17;--:--;    130.950
2004-04-18;--:--;    120.757
2004-04-19;--:--;    210.195
2004-04-20;--:--;    206.156
2004-04-21;--:--;    185.640
2004-04-22;--:--;    208.358
2004-04-23;--:--;    233.470
2004-04-24;--:--;    252.885
2004-04-25;--:--;    199.552
2004-04-26;--:--;    227.024
2004-04-27;--:--;    234.972
2004-04-28;--:--;    247.686
2004-04-29;--:--;    271.152
2004-04-30;--:--;    265.096
2004-05-01;--:--;    242.021
2004-05-02;--:--;    250.419
2004-05-03;--:--;    287.920
2004-05-04;--:--;    299.639
2004-05-05;--:--;    320.584
2004-05-06;--:--;    325.714
2004-05-07;--:--;    263.974
2004-05-08;--:--;    219.553
2004-05-09;--:--;    195.455
2004-05-10;--:--;    251.302
2004-05-11;--:--;    234.111
2004-05-12;--:--;    253.787
2004-05-13;--:--;    270.085
2004-05-14;--:--;    246.521
2004-05-15;--:--;    206.145
2004-05-16;--:--;    197.417
2004-05-17;--:--;    257.651
2004-05-18;--:--;    305.115
2004-05-19;--:--;    339.531
2004-05-20;--:--;    334.859
2004-05-21;--:--;    400.663
2004-05-22;--:--;    426.960
2004-05-23;--:--;    308.621
2004-05-24;--:--;    316.109
2004-05-25;--:--;    323.714
2004-05-26;--:--;    334.129
2004-05-27;--:--;    365.592
2004-05-28;--:--;    378.654
2004-05-29;--:--;    325.780
2004-05-30;--:--;    287.875
2004-05-31;--:--;    299.504
2004-06-01;--:--;    348.215
2004-06-02;--:--;    445.416
2004-06-03;--:--;    503.709
2004-06-04;--:--;    542.968
2004-06-05;--:--;    449.526
2004-06-06;--:--;    439.410
2004-06-07;--:--;    417.130
2004-06-08;--:--;    446.445
2004-06-09;--:--;    491.113
2004-06-10;--:--;    510.547
2004-06-11;--:--;    624.454
2004-06-12;--:--;    625.463
2004-06-13;--:--;    532.579
2004-06-14;--:--;    450.399
2004-06-15;--:--;    427.753
2004-06-16;--:--;    424.764
2004-06-17;--:--;    407.737
2004-06-18;--:--;    430.170
2004-06-19;--:--;    409.280
2004-06-20;--:--;    375.467
2004-06-21;--:--;    372.022
2004-06-22;--:--;    368.617
2004-06-23;--:--;    376.051
2004-06-24;--:--;    398.194
2004-06-25;--:--;    393.792
2004-06-26;--:--;    358.193
2004-06-27;--:--;    312.711
2004-06-28;--:--;    497.313
2004-06-29;--:--;    492.677
2004-06-30;--:--;    464.118
2004-07-01;--:--;    442.053
2004-07-02;--:--;    418.575
2004-07-03;--:--;    351.648
2004-07-04;--:--;    294.419
2004-07-05;--:--;    351.867
2004-07-06;--:--;    392.457
2004-07-07;--:--;    380.511
2004-07-08;--:--;    412.180
2004-07-09;--:--;    813.686
2004-07-10;--:--;    457.381
2004-07-11;--:--;    389.359
2004-07-12;--:--;    369.720
2004-07-13;--:--;    364.115
2004-07-14;--:--;    330.103
2004-07-15;--:--;    302.748
2004-07-16;--:--;    303.112
2004-07-17;--:--;    293.406
