# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
1960-06-12;--:--;    463.000
1960-06-13;--:--;    457.000
1960-06-14;--:--;    506.000
1960-06-15;--:--;    558.000
1960-06-16;--:--;    456.000
1960-06-17;--:--;    400.000
1960-06-18;--:--;    423.000
1960-06-19;--:--;    443.000
1960-06-20;--:--;    525.000
1960-06-21;--:--;    466.000
1960-06-22;--:--;    409.000
1960-06-23;--:--;    385.000
1960-06-24;--:--;    382.000
1960-06-25;--:--;    417.000
1960-06-26;--:--;    454.000
1960-06-27;--:--;    446.000
1960-06-28;--:--;    362.000
1960-06-29;--:--;    382.000
1960-06-30;--:--;    316.000
1960-07-01;--:--;    277.000
1960-07-02;--:--;    254.000
1960-07-03;--:--;    235.000
1960-07-04;--:--;    230.000
1960-07-05;--:--;    224.000
1960-07-06;--:--;    226.000
1960-07-07;--:--;    305.000
1960-07-08;--:--;    682.000
1960-07-09;--:--;    706.000
1960-07-10;--:--;    419.000
1960-07-11;--:--;    336.000
1960-07-12;--:--;    423.000
1960-07-13;--:--;    403.000
1960-07-14;--:--;    344.000
1960-07-15;--:--;    370.000
1960-07-16;--:--;    426.000
1960-07-17;--:--;    400.000
1960-07-18;--:--;    341.000
1960-07-19;--:--;    328.000
1960-07-20;--:--;    446.000
1960-07-21;--:--;    616.000
1960-07-22;--:--;    440.000
1960-07-23;--:--;    432.000
1960-07-24;--:--;    414.000
1960-07-25;--:--;    359.000
1960-07-26;--:--;    322.000
1960-07-27;--:--;    329.000
1960-07-28;--:--;    323.000
1960-07-29;--:--;    298.000
1960-07-30;--:--;    285.000
1960-07-31;--:--;    269.000
1960-08-01;--:--;    457.000
1960-08-02;--:--;    461.000
1960-08-03;--:--;    341.000
1960-08-04;--:--;    305.000
1960-08-05;--:--;    303.000
1960-08-06;--:--;    458.000
1960-08-07;--:--;    370.000
1960-08-08;--:--;    375.000
1960-08-09;--:--;    489.000
1960-08-10;--:--;    414.000
1960-08-11;--:--;    344.000
1960-08-12;--:--;    480.000
1960-08-13;--:--;    749.000
1960-08-14;--:--;    517.000
1960-08-15;--:--;    430.000
1960-08-16;--:--;    375.000
1960-08-17;--:--;    335.000
1960-08-18;--:--;    308.000
1960-08-19;--:--;   1084.000
1960-08-20;--:--;    666.000
1960-08-21;--:--;    479.000
1960-08-22;--:--;    401.000
1960-08-23;--:--;    356.000
1960-08-24;--:--;    334.000
1960-08-25;--:--;    316.000
1960-08-26;--:--;    305.000
1960-08-27;--:--;    288.000
1960-08-28;--:--;    265.000
1960-08-29;--:--;    307.000
1960-08-30;--:--;    266.000
1960-08-31;--:--;    263.000
1960-09-01;--:--;    233.000
1960-09-02;--:--;    221.000
1960-09-03;--:--;    205.000
1960-09-04;--:--;    197.000
1960-09-05;--:--;    351.000
1960-09-06;--:--;    416.000
1960-09-07;--:--;    335.000
1960-09-08;--:--;    457.000
1960-09-09;--:--;    398.000
1960-09-10;--:--;    328.000
1960-09-11;--:--;    282.000
1960-09-12;--:--;    259.000
1960-09-13;--:--;    250.000
1960-09-14;--:--;    252.000
1960-09-15;--:--;    248.000
1960-09-16;--:--;    294.000
1960-09-17;--:--;   1264.000
1960-09-18;--:--;    568.000
1960-09-19;--:--;    490.000
1960-09-20;--:--;    562.000
1960-09-21;--:--;    433.000
1960-09-22;--:--;    372.000
1960-09-23;--:--;    322.000
1960-09-24;--:--;    293.000
1960-09-25;--:--;    259.000
1960-09-26;--:--;    250.000
1960-09-27;--:--;    235.000
1960-09-28;--:--;    225.000
1960-09-29;--:--;    235.000
1960-09-30;--:--;    233.000
1960-10-01;--:--;    360.000
1960-10-02;--:--;    326.000
1960-10-03;--:--;    278.000
1960-10-04;--:--;    280.000
1960-10-05;--:--;    358.000
1960-10-06;--:--;    305.000
1960-10-07;--:--;    360.000
1960-10-08;--:--;    350.000
1960-10-09;--:--;    297.000
1960-10-10;--:--;    341.000
1960-10-11;--:--;    315.000
1960-10-12;--:--;    296.000
1960-10-13;--:--;    273.000
1960-10-14;--:--;    241.000
1960-10-15;--:--;    252.000
1960-10-16;--:--;    231.000
1960-10-17;--:--;    229.000
1960-10-18;--:--;    225.000
1960-10-19;--:--;    225.000
1960-10-20;--:--;    235.000
1960-10-21;--:--;    270.000
1960-10-22;--:--;    241.000
1960-10-23;--:--;    248.000
1960-10-24;--:--;    345.000
1960-10-25;--:--;    344.000
1960-10-26;--:--;    308.000
1960-10-27;--:--;    288.000
1960-10-28;--:--;    256.000
1960-10-29;--:--;    352.000
1960-10-30;--:--;    432.000
1960-10-31;--:--;    318.000
1960-11-01;--:--;    270.000
1960-11-02;--:--;    268.000
1960-11-03;--:--;    259.000
1960-11-04;--:--;    240.000
1960-11-05;--:--;    274.000
1960-11-06;--:--;    241.000
1960-11-07;--:--;    229.000
1960-11-08;--:--;    215.000
1960-11-09;--:--;    203.000
1960-11-10;--:--;    197.000
1960-11-11;--:--;    191.000
1960-11-12;--:--;    186.000
1960-11-13;--:--;    184.000
1960-11-14;--:--;    182.000
1960-11-15;--:--;    180.000
1960-11-16;--:--;    174.000
1960-11-17;--:--;    170.000
1960-11-18;--:--;    171.000
1960-11-19;--:--;    156.000
1960-11-20;--:--;    153.000
1960-11-21;--:--;    153.000
1960-11-22;--:--;    151.000
1960-11-23;--:--;    153.000
1960-11-24;--:--;    153.000
1960-11-25;--:--;    148.000
1960-11-26;--:--;    148.000
1960-11-27;--:--;    143.000
1960-11-28;--:--;    148.000
1960-11-29;--:--;    154.000
1960-11-30;--:--;    146.000
1960-12-01;--:--;    137.000
1960-12-02;--:--;    136.000
1960-12-03;--:--;    130.000
1960-12-04;--:--;    126.000
1960-12-05;--:--;    134.000
1960-12-06;--:--;    137.000
1960-12-07;--:--;    153.000
1960-12-08;--:--;    143.000
1960-12-09;--:--;    143.000
1960-12-10;--:--;    139.000
1960-12-11;--:--;    129.000
1960-12-12;--:--;    132.000
1960-12-13;--:--;    135.000
1960-12-14;--:--;    134.000
1960-12-15;--:--;    134.000
1960-12-16;--:--;    134.000
1960-12-17;--:--;    127.000
1960-12-18;--:--;    118.000
1960-12-19;--:--;    126.000
1960-12-20;--:--;    129.000
1960-12-21;--:--;    129.000
1960-12-22;--:--;    130.000
1960-12-23;--:--;    128.000
1960-12-24;--:--;    123.000
1960-12-25;--:--;    115.000
1960-12-26;--:--;    106.000
1960-12-27;--:--;    120.000
1960-12-28;--:--;    120.000
1960-12-29;--:--;    123.000
1960-12-30;--:--;    123.000
1960-12-31;--:--;    122.000
1961-01-01;--:--;    103.000
1961-01-02;--:--;    110.000
1961-01-03;--:--;    117.000
1961-01-04;--:--;    120.000
1961-01-05;--:--;    114.000
1961-01-06;--:--;    113.000
1961-01-07;--:--;    110.000
1961-01-08;--:--;    100.000
1961-01-09;--:--;    103.000
1961-01-10;--:--;    110.000
1961-01-11;--:--;    107.000
1961-01-12;--:--;    111.000
1961-01-13;--:--;    114.000
1961-01-14;--:--;    107.000
1961-01-15;--:--;     90.600
1961-01-16;--:--;     95.900
1961-01-17;--:--;    107.000
1961-01-18;--:--;    104.000
1961-01-19;--:--;    107.000
1961-01-20;--:--;    112.000
1961-01-21;--:--;    107.000
1961-01-22;--:--;     88.000
1961-01-23;--:--;     90.000
1961-01-24;--:--;    104.000
1961-01-25;--:--;    106.000
1961-01-26;--:--;    104.000
1961-01-27;--:--;    103.000
1961-01-28;--:--;     94.500
1961-01-29;--:--;     83.000
1961-01-30;--:--;     84.300
1961-01-31;--:--;    105.000
1961-02-01;--:--;    114.000
1961-02-02;--:--;    107.000
1961-02-03;--:--;    113.000
1961-02-04;--:--;    104.000
1961-02-05;--:--;     91.200
1961-02-06;--:--;     99.300
1961-02-07;--:--;    117.000
1961-02-08;--:--;    117.000
1961-02-09;--:--;    109.000
1961-02-10;--:--;    117.000
1961-02-11;--:--;    105.000
1961-02-12;--:--;     98.700
1961-02-13;--:--;    106.000
1961-02-14;--:--;    115.000
1961-02-15;--:--;    111.000
1961-02-16;--:--;    114.000
1961-02-17;--:--;    119.000
1961-02-18;--:--;    122.000
1961-02-19;--:--;    113.000
1961-02-20;--:--;    113.000
1961-02-21;--:--;    120.000
1961-02-22;--:--;    114.000
1961-02-23;--:--;    117.000
1961-02-24;--:--;    116.000
1961-02-25;--:--;    113.000
1961-02-26;--:--;    109.000
1961-02-27;--:--;    117.000
1961-02-28;--:--;    134.000
1961-03-01;--:--;    134.000
1961-03-02;--:--;    128.000
1961-03-03;--:--;    131.000
1961-03-04;--:--;    127.000
1961-03-05;--:--;    107.000
1961-03-06;--:--;    109.000
1961-03-07;--:--;    128.000
1961-03-08;--:--;    130.000
1961-03-09;--:--;    132.000
1961-03-10;--:--;    141.000
1961-03-11;--:--;    137.000
1961-03-12;--:--;    132.000
1961-03-13;--:--;    148.000
1961-03-14;--:--;    152.000
1961-03-15;--:--;    166.000
1961-03-16;--:--;    174.000
1961-03-17;--:--;    170.000
1961-03-18;--:--;    166.000
1961-03-19;--:--;    163.000
1961-03-20;--:--;    153.000
1961-03-21;--:--;    149.000
1961-03-22;--:--;    140.000
1961-03-23;--:--;    134.000
1961-03-24;--:--;    134.000
1961-03-25;--:--;    132.000
1961-03-26;--:--;    127.000
1961-03-27;--:--;    129.000
1961-03-28;--:--;    137.000
1961-03-29;--:--;    131.000
1961-03-30;--:--;    141.000
1961-03-31;--:--;    135.000
1961-04-01;--:--;    138.000
1961-04-02;--:--;    151.000
1961-04-03;--:--;    161.000
1961-04-04;--:--;    162.000
1961-04-05;--:--;    184.000
1961-04-06;--:--;    197.000
1961-04-07;--:--;    235.000
1961-04-08;--:--;    264.000
1961-04-09;--:--;    288.000
1961-04-10;--:--;    293.000
1961-04-11;--:--;    317.000
1961-04-12;--:--;    282.000
1961-04-13;--:--;    291.000
1961-04-14;--:--;    292.000
1961-04-15;--:--;    287.000
1961-04-16;--:--;    259.000
1961-04-17;--:--;    233.000
1961-04-18;--:--;    225.000
1961-04-19;--:--;    222.000
1961-04-20;--:--;    231.000
1961-04-21;--:--;    231.000
1961-04-22;--:--;    226.000
1961-04-23;--:--;    223.000
1961-04-24;--:--;    233.000
1961-04-25;--:--;    226.000
1961-04-26;--:--;    227.000
1961-04-27;--:--;    233.000
1961-04-28;--:--;    216.000
1961-04-29;--:--;    211.000
1961-04-30;--:--;    212.000
1961-05-01;--:--;    199.000
1961-05-02;--:--;    197.000
1961-05-03;--:--;    199.000
1961-05-04;--:--;    209.000
1961-05-05;--:--;    240.000
1961-05-06;--:--;    306.000
1961-05-07;--:--;    330.000
1961-05-08;--:--;    331.000
1961-05-09;--:--;    317.000
1961-05-10;--:--;    290.000
1961-05-11;--:--;    260.000
1961-05-12;--:--;    241.000
1961-05-13;--:--;    289.000
1961-05-14;--:--;    336.000
1961-05-15;--:--;    518.000
1961-05-16;--:--;    519.000
1961-05-17;--:--;    399.000
1961-05-18;--:--;    356.000
1961-05-19;--:--;    345.000
1961-05-20;--:--;    291.000
1961-05-21;--:--;    265.000
1961-05-22;--:--;    237.000
1961-05-23;--:--;    239.000
1961-05-24;--:--;    256.000
1961-05-25;--:--;    251.000
1961-05-26;--:--;    276.000
1961-05-27;--:--;    297.000
1961-05-28;--:--;    355.000
1961-05-29;--:--;    353.000
1961-05-30;--:--;    330.000
1961-05-31;--:--;    340.000
1961-06-01;--:--;    322.000
1961-06-02;--:--;    345.000
1961-06-03;--:--;    339.000
1961-06-04;--:--;    313.000
1961-06-05;--:--;    290.000
1961-06-06;--:--;    334.000
1961-06-07;--:--;    381.000
1961-06-08;--:--;    416.000
1961-06-09;--:--;    433.000
1961-06-10;--:--;    543.000
1961-06-11;--:--;    417.000
1961-06-12;--:--;    391.000
1961-06-13;--:--;    399.000
1961-06-14;--:--;    513.000
1961-06-15;--:--;    456.000
1961-06-16;--:--;    450.000
1961-06-17;--:--;    460.000
1961-06-18;--:--;    430.000
1961-06-19;--:--;    507.000
1961-06-20;--:--;    585.000
1961-06-21;--:--;    677.000
1961-06-22;--:--;    690.000
1961-06-23;--:--;    685.000
1961-06-24;--:--;    600.000
1961-06-25;--:--;    570.000
1961-06-26;--:--;    590.000
1961-06-27;--:--;    728.000
1961-06-28;--:--;    726.000
1961-06-29;--:--;    572.000
1961-06-30;--:--;    528.000
1961-07-01;--:--;    513.000
1961-07-02;--:--;    509.000
1961-07-03;--:--;    519.000
1961-07-04;--:--;    508.000
1961-07-05;--:--;    510.000
1961-07-06;--:--;    407.000
1961-07-07;--:--;    359.000
1961-07-08;--:--;    335.000
1961-07-09;--:--;    348.000
1961-07-10;--:--;    318.000
1961-07-11;--:--;    302.000
1961-07-12;--:--;    334.000
1961-07-13;--:--;    525.000
1961-07-14;--:--;    393.000
1961-07-15;--:--;    323.000
1961-07-16;--:--;    350.000
1961-07-17;--:--;    322.000
1961-07-18;--:--;    311.000
1961-07-19;--:--;    285.000
1961-07-20;--:--;    309.000
1961-07-21;--:--;    275.000
1961-07-22;--:--;    267.000
1961-07-23;--:--;    248.000
1961-07-24;--:--;    237.000
1961-07-25;--:--;    243.000
1961-07-26;--:--;    246.000
1961-07-27;--:--;    241.000
1961-07-28;--:--;    254.000
1961-07-29;--:--;    323.000
1961-07-30;--:--;    268.000
1961-07-31;--:--;    216.000
1961-08-01;--:--;    216.000
1961-08-02;--:--;    239.000
1961-08-03;--:--;    250.000
1961-08-04;--:--;    235.000
1961-08-05;--:--;    235.000
1961-08-06;--:--;    233.000
1961-08-07;--:--;    250.000
1961-08-08;--:--;    245.000
1961-08-09;--:--;    249.000
1961-08-10;--:--;    261.000
1961-08-11;--:--;    376.000
1961-08-12;--:--;    676.000
1961-08-13;--:--;    594.000
1961-08-14;--:--;    359.000
1961-08-15;--:--;    303.000
1961-08-16;--:--;    290.000
1961-08-17;--:--;    334.000
1961-08-18;--:--;    369.000
1961-08-19;--:--;    309.000
1961-08-20;--:--;    388.000
1961-08-21;--:--;    307.000
1961-08-22;--:--;    276.000
1961-08-23;--:--;    275.000
1961-08-24;--:--;    254.000
1961-08-25;--:--;    239.000
1961-08-26;--:--;    220.000
1961-08-27;--:--;    208.000
1961-08-28;--:--;    207.000
1961-08-29;--:--;    207.000
1961-08-30;--:--;    200.000
1961-08-31;--:--;    199.000
1961-09-01;--:--;    191.000
1961-09-02;--:--;    184.000
1961-09-03;--:--;    176.000
1961-09-04;--:--;    169.000
1961-09-05;--:--;    173.000
1961-09-06;--:--;    163.000
1961-09-07;--:--;    180.000
1961-09-08;--:--;    171.000
1961-09-09;--:--;    163.000
1961-09-10;--:--;    144.000
1961-09-11;--:--;    141.000
1961-09-12;--:--;    143.000
1961-09-13;--:--;    141.000
1961-09-14;--:--;    143.000
1961-09-15;--:--;    156.000
1961-09-16;--:--;    146.000
1961-09-17;--:--;    135.000
1961-09-18;--:--;    138.000
1961-09-19;--:--;    147.000
1961-09-20;--:--;    138.000
1961-09-21;--:--;    133.000
1961-09-22;--:--;    131.000
1961-09-23;--:--;    125.000
1961-09-24;--:--;    121.000
1961-09-25;--:--;    122.000
1961-09-26;--:--;    126.000
1961-09-27;--:--;    125.000
1961-09-28;--:--;    117.000
1961-09-29;--:--;    119.000
1961-09-30;--:--;    119.000
1961-10-01;--:--;    117.000
1961-10-02;--:--;    124.000
1961-10-03;--:--;    125.000
1961-10-04;--:--;    117.000
1961-10-05;--:--;    111.000
1961-10-06;--:--;    108.000
1961-10-07;--:--;    123.000
1961-10-08;--:--;    130.000
1961-10-09;--:--;    117.000
1961-10-10;--:--;    118.000
1961-10-11;--:--;    111.000
1961-10-12;--:--;    111.000
1961-10-13;--:--;    117.000
1961-10-14;--:--;    113.000
1961-10-15;--:--;    100.000
1961-10-16;--:--;     98.000
1961-10-17;--:--;    104.000
1961-10-18;--:--;    117.000
1961-10-19;--:--;    116.000
1961-10-20;--:--;    112.000
1961-10-21;--:--;    102.000
1961-10-22;--:--;     90.400
1961-10-23;--:--;     98.700
1961-10-24;--:--;    104.000
1961-10-25;--:--;    102.000
1961-10-26;--:--;    105.000
1961-10-27;--:--;    101.000
1961-10-28;--:--;    122.000
1961-10-29;--:--;    157.000
1961-10-30;--:--;    127.000
1961-10-31;--:--;    122.000
1961-11-01;--:--;    104.000
1961-11-02;--:--;     99.400
1961-11-03;--:--;    106.000
1961-11-04;--:--;    105.000
1961-11-05;--:--;     91.700
1961-11-06;--:--;     93.700
1961-11-07;--:--;    108.000
1961-11-08;--:--;    107.000
1961-11-09;--:--;    102.000
1961-11-10;--:--;    120.000
1961-11-11;--:--;    104.000
1961-11-12;--:--;     91.000
1961-11-13;--:--;     95.100
1961-11-14;--:--;    103.000
1961-11-15;--:--;     99.400
1961-11-16;--:--;     99.400
1961-11-17;--:--;     98.000
1961-11-18;--:--;     92.300
1961-11-19;--:--;     85.000
1961-11-20;--:--;     80.000
1961-11-21;--:--;     88.600
1961-11-22;--:--;     89.800
1961-11-23;--:--;     86.200
1961-11-24;--:--;     91.700
1961-11-25;--:--;     95.100
1961-11-26;--:--;     82.500
1961-11-27;--:--;     90.400
1961-11-28;--:--;     99.400
1961-11-29;--:--;    101.000
1961-11-30;--:--;     95.100
1961-12-01;--:--;     96.500
1961-12-02;--:--;     95.800
1961-12-03;--:--;     86.200
1961-12-04;--:--;     87.400
1961-12-05;--:--;    102.000
1961-12-06;--:--;    104.000
1961-12-07;--:--;     95.100
1961-12-08;--:--;     93.700
1961-12-09;--:--;     89.800
1961-12-10;--:--;     83.800
1961-12-11;--:--;    153.000
1961-12-12;--:--;    473.000
1961-12-13;--:--;    274.000
1961-12-14;--:--;    241.000
1961-12-15;--:--;    206.000
1961-12-16;--:--;    170.000
1961-12-17;--:--;    135.000
1961-12-18;--:--;    129.000
1961-12-19;--:--;    123.000
1961-12-20;--:--;    120.000
1961-12-21;--:--;    117.000
1961-12-22;--:--;    117.000
1961-12-23;--:--;    112.000
1961-12-24;--:--;    105.000
1961-12-25;--:--;     94.400
1961-12-26;--:--;     88.600
1961-12-27;--:--;    103.000
1961-12-28;--:--;    109.000
1961-12-29;--:--;    102.000
1961-12-30;--:--;     98.000
1961-12-31;--:--;     95.100
1962-01-01;--:--;     86.200
1962-01-02;--:--;     95.100
1962-01-03;--:--;    105.000
1962-01-04;--:--;    108.000
1962-01-05;--:--;    109.000
1962-01-06;--:--;    108.000
1962-01-07;--:--;     91.000
1962-01-08;--:--;     98.000
1962-01-09;--:--;     96.500
1962-01-10;--:--;     98.000
1962-01-11;--:--;    102.000
1962-01-12;--:--;    102.000
1962-01-13;--:--;    128.000
1962-01-14;--:--;    118.000
1962-01-15;--:--;    109.000
1962-01-16;--:--;    104.000
1962-01-17;--:--;    103.000
1962-01-18;--:--;     98.700
1962-01-19;--:--;    100.000
1962-01-20;--:--;     92.300
1962-01-21;--:--;     85.600
1962-01-22;--:--;     87.400
1962-01-23;--:--;     94.400
1962-01-24;--:--;     95.100
1962-01-25;--:--;    102.000
1962-01-26;--:--;    104.000
1962-01-27;--:--;    160.000
1962-01-28;--:--;    122.000
1962-01-29;--:--;    111.000
1962-01-30;--:--;    111.000
1962-01-31;--:--;    109.000
1962-02-01;--:--;    112.000
1962-02-02;--:--;    104.000
1962-02-03;--:--;    104.000
1962-02-04;--:--;     89.200
1962-02-05;--:--;     99.400
1962-02-06;--:--;    112.000
1962-02-07;--:--;    108.000
1962-02-08;--:--;    106.000
1962-02-09;--:--;    104.000
1962-02-10;--:--;    107.000
1962-02-11;--:--;     89.800
1962-02-12;--:--;     94.400
1962-02-13;--:--;    135.000
1962-02-14;--:--;    138.000
1962-02-15;--:--;    123.000
1962-02-16;--:--;    118.000
1962-02-17;--:--;    126.000
1962-02-18;--:--;     99.400
1962-02-19;--:--;     97.200
1962-02-20;--:--;    106.000
1962-02-21;--:--;     99.400
1962-02-22;--:--;    102.000
1962-02-23;--:--;    104.000
1962-02-24;--:--;    104.000
1962-02-25;--:--;     95.800
1962-02-26;--:--;     93.000
1962-02-27;--:--;    101.000
1962-02-28;--:--;    103.000
1962-03-01;--:--;    105.000
1962-03-02;--:--;    108.000
1962-03-03;--:--;    102.000
1962-03-04;--:--;     89.800
1962-03-05;--:--;     97.200
1962-03-06;--:--;    122.000
1962-03-07;--:--;    107.000
1962-03-08;--:--;    105.000
1962-03-09;--:--;    104.000
1962-03-10;--:--;    109.000
1962-03-11;--:--;    105.000
1962-03-12;--:--;     99.400
1962-03-13;--:--;    108.000
1962-03-14;--:--;    107.000
1962-03-15;--:--;    101.000
1962-03-16;--:--;     98.000
1962-03-17;--:--;     99.400
1962-03-18;--:--;     92.300
1962-03-19;--:--;     87.400
1962-03-20;--:--;     99.400
1962-03-21;--:--;    101.000
1962-03-22;--:--;     98.000
1962-03-23;--:--;     99.400
1962-03-24;--:--;    108.000
1962-03-25;--:--;     86.200
1962-03-26;--:--;     82.500
1962-03-27;--:--;    102.000
1962-03-28;--:--;    101.000
1962-03-29;--:--;    104.000
1962-03-30;--:--;    112.000
1962-03-31;--:--;    135.000
1962-04-01;--:--;    156.000
1962-04-02;--:--;    128.000
1962-04-03;--:--;    146.000
1962-04-04;--:--;    147.000
1962-04-05;--:--;    138.000
1962-04-06;--:--;    136.000
1962-04-07;--:--;    137.000
1962-04-08;--:--;    115.000
1962-04-09;--:--;    108.000
1962-04-10;--:--;    118.000
1962-04-11;--:--;    113.000
1962-04-12;--:--;    111.000
1962-04-13;--:--;    117.000
1962-04-14;--:--;    108.000
1962-04-15;--:--;     98.000
1962-04-16;--:--;     97.200
1962-04-17;--:--;    105.000
1962-04-18;--:--;    190.000
1962-04-19;--:--;    258.000
1962-04-20;--:--;    260.000
1962-04-21;--:--;    268.000
1962-04-22;--:--;    316.000
1962-04-23;--:--;    368.000
1962-04-24;--:--;    384.000
1962-04-25;--:--;    381.000
1962-04-26;--:--;    422.000
1962-04-27;--:--;    448.000
1962-04-28;--:--;    410.000
1962-04-29;--:--;    324.000
1962-04-30;--:--;    280.000
1962-05-01;--:--;    248.000
1962-05-02;--:--;    220.000
1962-05-03;--:--;    190.000
1962-05-04;--:--;    203.000
1962-05-05;--:--;    208.000
1962-05-06;--:--;    210.000
1962-05-07;--:--;    283.000
1962-05-08;--:--;    401.000
1962-05-09;--:--;    541.000
1962-05-10;--:--;    621.000
1962-05-11;--:--;    431.000
1962-05-12;--:--;    362.000
1962-05-13;--:--;    310.000
1962-05-14;--:--;    349.000
1962-05-15;--:--;    312.000
1962-05-16;--:--;    304.000
1962-05-17;--:--;    290.000
1962-05-18;--:--;    326.000
